found_date,metro,title,company,location,posted,source,flags,url
2026-09-17,Washington DC,Principal/Sr. Principal Digital-RF Hardware Subsystem I&T Engineer,Northrop Grumman,United States-Maryland-Baltimore,2026-08-18,회사/workday,,https://ngc.wd1.myworkdayjobs.com/en-US/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/Principal-Sr-Principal-Digital-RF-Hardware-Subsystem-I-T-Engineer_R10240349
2026-09-17,Washington DC,Antenna Test Engineer-4th Shift/Weekends,Northrop Grumman,United States-Maryland-Baltimore,2026-08-18,회사/workday,,https://ngc.wd1.myworkdayjobs.com/en-US/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/Antenna-Test-Engineer-4th-Shift-Weekends_R10240511
2026-09-17,Washington DC,Principal/Sr. Principal RF Hardware Subsystem I&T Engineers,Northrop Grumman,United States-Maryland-Baltimore / United States-Maryland-Sykesville,2026-08-18,회사/workday,,https://ngc.wd1.myworkdayjobs.com/en-US/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/Principal-Sr-Principal-RF-Hardware-Subsystem-I-T-Engineers_R10237903
2026-09-17,Washington DC,Engineer Electronics/RF Antenna Test-1st Shift,Northrop Grumman,United States-Maryland-Baltimore,2026-08-18,회사/workday,,https://ngc.wd1.myworkdayjobs.com/en-US/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/Engineer-Electronics-RF-Antenna-Test-1st-Shift_R10235400
2026-09-17,Washington DC,Engineer/Principal Engineer RF Microwave Design (SkillBridge),Northrop Grumman,United States-Maryland-Baltimore,2026-08-18,회사/workday,,https://ngc.wd1.myworkdayjobs.com/en-US/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/Engineer-Principal-Engineer-RF-Microwave-Design--SkillBridge-_R10231212
2026-09-17,Washington DC,Skillbridge Principal / Senior Principal Radar Modeling Simulation Analysis Systems Engineer,Northrop Grumman,United States-Maryland-Baltimore,2026-08-18,회사/workday,,https://ngc.wd1.myworkdayjobs.com/en-US/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/Skillbridge-Principal---Senior-Principal-Radar-Modeling-Simulation-Analysis-Systems-Engineer_R10241259
2026-09-17,Washington DC,RF Systems Engineer,Northrop Grumman,United States-Maryland-Baltimore,2026-08-18,회사/workday,,https://ngc.wd1.myworkdayjobs.com/en-US/Northrop_Grumman_External_Site/job/United-States-Maryland-Baltimore/RF-Systems-Engineer_R10237677-1
2026-09-17,Washington DC,Network Engineer RF,GDIT (General Dynamics IT),USA VA Falls Church,2026-09-05,회사/workday,,https://gdit.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/USA-VA-Falls-Church/Network-Engineer-RF_RQ227725
2026-09-17,Washington DC,Radio Frequency Engineer_ TS/SCI with Polygraph,GDIT (General Dynamics IT),USA VA Chantilly,2026-08-26,회사/workday,⚠️ 클리어런스/시민권,https://gdit.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/USA-VA-Chantilly/Radio-Frequency-Engineer--TS-SCI-with-Polygraph_RQ217301-2
2026-09-17,Washington DC,Satellite Communication (SATCOM) Engineer - TS/SCI w/Poly,GDIT (General Dynamics IT),USA VA McLean,2026-09-10,회사/workday,⚠️ 클리어런스/시민권,https://gdit.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/USA-VA-McLean/Satellite-Communication--SATCOM--Engineer---TS-SCI-w-Poly_RQ228199-1
2026-09-17,Washington DC,) Rapid Deployment Radar Field Service Representative,GDIT (General Dynamics IT),USA VA Sterling,2026-08-26,회사/workday,,https://gdit.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/USA-VA-Sterling/XMLNAME---Rapid-Deployment-Radar-Field-Service-Representative_RQ225528
2026-09-17,Boston,RF Systems Engineer,BAE Systems,"Hudson, New Hampshire, United States / Hudson, New Hampshire, United States",2026-09-17,회사/phenom,,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25771&siteid=5403&jobid=300266
2026-09-17,Boston,Electronic Attack EW Systems Engineer,BAE Systems,"Nashua, New Hampshire, United States / Nashua, New Hampshire, United States",2026-09-17,회사/phenom,,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25771&siteid=5403&jobid=298827
2026-09-17,Washington DC,Spectrum RF Engineer - 28443,HII (Mission Technologies),"Washington, DC, District of Columbia, United States",2026-08-24,회사/successfactors,,https://jobs.hii-tsd.com/job/Washington%2C-DC-Spectrum-RF-Engineer-28443-Dist/1386938800/
2026-09-17,Washington DC,RF Engineer - 30280,HII (Mission Technologies),"Annapolis Junction, MD, Maryland, United States",2026-09-16,회사/successfactors,,https://jobs.hii-tsd.com/job/Annapolis-Junction%2C-MD-RF-Engineer-30280-Mary/1430866800/
2026-09-17,Washington DC,RF Spectrum Policy Engineer - 28905,HII (Mission Technologies),"Arlington, VA, Virginia, United States",2026-09-04,회사/successfactors,,https://jobs.hii-tsd.com/job/Arlington%2C-VA-RF-Spectrum-Policy-Engineer-28905-Virg/1398298700/
2026-09-17,Washington DC,Lead Systems Engineer - RF Systems,Leidos,"Laurel, MD",2026-08-18,회사/workday,,https://leidos.wd5.myworkdayjobs.com/en-US/External/job/Laurel-MD/Lead-Systems-Engineer---RF-Systems_R-00189860
2026-09-17,Washington DC,Spectrum Engineer/Radio Frequency (RF) Engineer,Leidos,"Washington, DC",2026-08-28,회사/workday,,https://leidos.wd5.myworkdayjobs.com/en-US/External/job/Washington-DC/Spectrum-Engineer-Radio-Frequency--RF--Engineer_R-00190917
2026-09-17,Washington DC,AEGIS SPY Radar Subject Matter Expert and Tactical and Technical Trainer,Leidos,"Dahlgren, VA",2026-08-18,회사/workday,,https://leidos.wd5.myworkdayjobs.com/en-US/External/job/Dahlgren-VA/AEGIS-SPY-Radar-Subject-Matter-Expert-and-Tactical-and-Technical-Trainer_R-00184182
2026-09-17,Washington DC,Electronic Warfare Operator,Leidos,"Chantilly, VA",2026-08-18,회사/workday,,https://leidos.wd5.myworkdayjobs.com/en-US/External/job/Chantilly-VA/Electronic-Warfare-Operator_R-00176300
2026-09-17,Washington DC,Electronic Warfare Subject Matter Expert,Leidos,"Dahlgren, VA",2026-08-18,회사/workday,,https://leidos.wd5.myworkdayjobs.com/en-US/External/job/Dahlgren-VA/Electronic-Warfare-Subject-Matter-Expert_R-00187388
2026-09-17,Washington DC,Senior Aircraft Survivability / Electronic Warfare Systems Engineer,Leidos,"Chantilly, VA",2026-09-14,회사/workday,,https://leidos.wd5.myworkdayjobs.com/en-US/External/job/Chantilly-VA/Expert-Aircraft-Survivability-SETA_R-00191110-1
2026-09-17,Washington DC,RF Network Engineer,Booz Allen Hamilton,"Aberdeen Proving Ground, MD",2026-08-18,회사/workday,,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Aberdeen-Proving-Ground-MD/RF-Network-Engineer_R0245184
2026-09-17,Washington DC,"RF Systems Engineer, Senior",Booz Allen Hamilton,"Dahlgren, VA",2026-08-18,회사/workday,,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Dahlgren-VA/RF-Systems-Engineer--Senior_R0243334-1
2026-09-17,Washington DC,"RF Test Engineer, Senior",Booz Allen Hamilton,"King George, VA",2026-09-04,회사/workday,,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/King-George-VA/RF-Test-Engineer--Senior_R0248705
2026-09-17,Washington DC,"Space Payload RF Engineer, Lead",Booz Allen Hamilton,"Chantilly, VA / El Segundo, CA / Aurora, CO",2026-08-28,회사/workday,,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Chantilly-VA/Space-Payload-RF-Engineer--Lead_R0248195
2026-09-17,Washington DC,Radar Engineer,Booz Allen Hamilton,"Patuxent River, MD / Lexington Park, MD",2026-08-18,회사/workday,,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Patuxent-River-MD/Radar-Engineer_R0243390
2026-09-17,Washington DC,Electronic Warfare Engineer,Booz Allen Hamilton,"Patuxent River, MD / Lexington Park, MD",2026-08-18,회사/workday,,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/Patuxent-River-MD/Electronic-Warfare-Engineer_R0243854
2026-09-17,Washington DC,Communications and Wireless Systems Engineer,Booz Allen Hamilton,"McLean, VA",2026-08-18,회사/workday,,https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/McLean-VA/Communications-and-Wireless-Systems-Engineer_R0244606
2026-09-17,Washington DC,External Job Posting Title Engineering Analyst – Directed Energy (RF) - Intermediate,Peraton,US-VA-Chantilly,,회사/icims,,https://careers-peraton.icims.com/jobs/167356/engineering-analyst-%e2%80%93-directed-energy-%28rf%29---intermediate/job
2026-09-17,Washington DC,"External Job Posting Title RF SATCOM Targeter, Advisor",Peraton,US-VA-Chantilly,,회사/icims,,https://careers-peraton.icims.com/jobs/167154/rf-satcom-targeter%2c-advisor/job
2026-09-17,Washington DC,"External Job Posting Title SATCOM Engineer, Senior Advisor",Peraton,US-VA-Chantilly,,회사/icims,,https://careers-peraton.icims.com/jobs/167153/satcom-engineer%2c-senior-advisor/job
2026-09-17,Washington DC,External Job Posting Title Spaceflight Safety -RF Engineering Analyst,Peraton,US-MD-Greenbelt,,회사/icims,,https://careers-peraton.icims.com/jobs/166824/spaceflight-safety--rf-engineering-analyst/job
2026-09-17,Washington DC,External Job Posting Title Radar + RF Communications Engineer,Peraton,US-MD-College Park,,회사/icims,,https://careers-peraton.icims.com/jobs/166775/radar-%2b-rf-communications-engineer/job
2026-09-17,Washington DC,External Job Posting Title Research Scientist - RF Machine Learning,Peraton,US-MD-College Park,,회사/icims,,https://careers-peraton.icims.com/jobs/166632/research-scientist---rf-machine-learning/job
2026-09-17,Washington DC,External Job Posting Title Software Research Engineer - RF Machine Learning (RFML),Peraton,US-MD-College Park,,회사/icims,,https://careers-peraton.icims.com/jobs/163590/software-research-engineer---rf-machine-learning-%28rfml%29/job
2026-09-17,Washington DC,External Job Posting Title Principal RF Research Scientist (RFML/DSP/SDR),Peraton,US-MD-Fort Meade,,회사/icims,,https://careers-peraton.icims.com/jobs/163554/principal-rf-research-scientist-%28rfml-dsp-sdr%29/job
2026-09-17,Washington DC,External Job Posting Title Surveillance Radar Technical Advisor,Peraton,US-PA-King of Prussia | US-VA-Springfield,,회사/icims,,https://careers-peraton.icims.com/jobs/167571/surveillance-radar-technical-advisor/job
2026-09-17,Washington DC,RF SIGINT Technical Analyst,Maxar / Vantor,"Reston, VA",2026-08-18,회사/workday,,https://maxar.wd1.myworkdayjobs.com/en-US/Vantor/job/Reston-VA/Mid-Senior-Strategic-Signals-Analyst_R23589
2026-09-17,Washington DC,Senior RF Electrical Engineer ,HawkEye 360,"Herndon, VA",2026-07-10,회사/greenhouse,,https://job-boards.greenhouse.io/hawkeye360/jobs/4313040009
2026-09-17,Washington DC,Senior RF/DSP Engineer,BlueHalo / AeroVironment,"Leesburg, VA",2026-09-01,회사/workday,,https://avav.wd1.myworkdayjobs.com/en-US/AVAV/job/Leesburg-VA/Senior-RF-DSP-Engineer_8570
2026-09-17,Washington DC,Principal RF/DSP Engineer,BlueHalo / AeroVironment,"Leesburg, VA",2026-09-01,회사/workday,,https://avav.wd1.myworkdayjobs.com/en-US/AVAV/job/Leesburg-VA/Principal-RF-DSP-Engineer_8572
2026-09-17,Washington DC,Product Line Director - EW Systems,BlueHalo / AeroVironment,"241 18th St, Arlington, VA / Albuquerque, NM / Huntsville, AL / Pottstown, PA / Simi Valley, CA / Sunrise, FL / Herndon, VA / Germantown, MD / Melbourne, FL / San Diego, CA",2026-08-18,회사/workday,,https://avav.wd1.myworkdayjobs.com/en-US/AVAV/job/241-18th-St-Arlington-VA/Product-Line-Director---EW-Systems_8267
2026-09-17,SF Bay Area,RF Design Engineer,Skydio,"San Mateo, California, United States",2026-02-19,회사/ashby,,https://jobs.ashbyhq.com/skydio/f72f1fa5-d3d6-459e-8722-a94ce92ad1c8
2026-09-17,SF Bay Area,Senior RF Design Engineer,Skydio,"San Mateo, California, United States",2026-09-08,회사/ashby,,https://jobs.ashbyhq.com/skydio/7bd047de-b65b-42b2-a2bf-7d33ceabd083
2026-09-17,SF Bay Area,Wireless Software Engineer,Skydio,"San Mateo, California, United States",2026-06-01,회사/ashby,,https://jobs.ashbyhq.com/skydio/c0c38168-badc-4dd7-96ed-99deb22149fc
2026-09-17,Boston,Computer Engineer Development of RF and Digital Systems,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Computer-Engineer-Development-of-RF-and-Digital-Systems-MA-02420/1399308800/
2026-09-17,Boston,RF/Analog Design Engineer-Associate Staff,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-RFAnalog-Design-Engineer-Associate-Staff-MA-02420/1360988700/
2026-09-17,Boston,RF Engineer-Associate Staff,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-RF-Engineer-Associate-Staff-MA-02420/1367940700/
2026-09-17,Boston,RF Communications System Analyst-Technical Staff,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-RF-Communications-System-Analyst-Technical-Staff-MA-02420/1397099100/
2026-09-17,Boston,RF Engineer,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-RF-Engineer-MA-02420/1386364700/
2026-09-17,Boston,Wireless Communications Engineer & Analyst-Technical Staff,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Wireless-Communications-Engineer-&amp;-Analyst-Technical-Staff-MA-02420/1367941300/
2026-09-17,Boston,Radar Systems Engineer,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Radar-Systems-Engineer-MA-02420/1427595100/
2026-09-17,Boston,"Radar Signals, Systems and Processing Analyst-Technical Staff",MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Radar-Signals%2C-Systems-and-Processing-Analyst-Technical-Staff-MA-02420/1396522200/
2026-09-17,Boston,Radar Signal Processing Engineer-Associate Staff,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Radar-Signal-Processing-Engineer-Associate-Staff-MA-02420/1370853500/
2026-09-17,Boston,Electromagnetics Subject Matter Expert and Analyst-Technical Staff,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Electromagnetics-Subject-Matter-Expert-and-Analyst-Technical-Staff-MA-02420/1405827100/
2026-09-17,Boston,Radar Systems Analyst-Associate Staff,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Radar-Systems-Analyst-Associate-Staff-MA-02420/1370853100/
2026-09-17,Boston,Radar Meteorologist,MIT Lincoln Laboratory,"Lexington, MA, US",,회사/successfactors,,https://careers.ll.mit.edu/job/Lexington-Radar-Meteorologist-MA-02420/1412562300/
2026-09-17,SF Bay Area,Electrical Engineer – Unmanned Systems & Ground Penetrating Radar,Lawrence Livermore National Laboratory,"Livermore, CA",2026-05-08,회사/smartrecruiters,,https://jobs.smartrecruiters.com/LLNL/3743990013043946
2026-09-17,SF Bay Area,Microwave/RF Engineer,Lawrence Livermore National Laboratory,"Livermore, CA",2026-04-22,회사/smartrecruiters,,https://jobs.smartrecruiters.com/LLNL/3743990012778996
2026-09-17,Boston,Principal RF Communications Engineer,Draper,"Cambridge, MA",2026-09-02,회사/workday,,https://draper.wd5.myworkdayjobs.com/en-US/Draper_Careers/job/Cambridge-MA/Principal-RF-Communications-Engineer_JR002180-1
2026-09-17,Boston,Entry Level RF Engineer,Draper,"Cambridge, MA",2026-09-02,회사/workday,,https://draper.wd5.myworkdayjobs.com/en-US/Draper_Careers/job/Cambridge-MA/Entry-Level-RF-Engineer_JR002626
2026-09-17,Boston,Sr. Electromagnetic Design Engineer,Draper,"Cambridge, MA",2026-09-08,회사/workday,,https://draper.wd5.myworkdayjobs.com/en-US/Draper_Careers/job/Cambridge-MA/Sr-Electromagnetic-Design-Engineer_JR002532
2026-09-17,SF Bay Area,Wireless Radio Systems Engineer,Apple,San Francisco Bay Area,2025-10-18,회사/apple,,https://jobs.apple.com/en-us/details/200626089/wireless-radio-systems-engineer
2026-09-17,SF Bay Area,Wireless SoC RF Integration and Validation Engineer,Apple,San Francisco Bay Area,2026-09-16,회사/apple,,https://jobs.apple.com/en-us/details/200630172/wireless-soc-rf-integration-and-validation-engineer
2026-09-17,SF Bay Area,RFIC Layout Engineer,Apple,San Francisco Bay Area,2026-02-13,회사/apple,,https://jobs.apple.com/en-us/details/200630222/rfic-layout-engineer
2026-09-17,SF Bay Area,RFIC System Engineer,Apple,San Francisco Bay Area,2026-07-29,회사/apple,,https://jobs.apple.com/en-us/details/200674397/rfic-system-engineer
2026-09-17,SF Bay Area,RFIC Layout Designer (RFIC Engineering),SpaceX,"Palo Alto, CA",2026-09-01,회사/greenhouse,,https://boards.greenhouse.io/spacex/jobs/8642055002?gh_jid=8642055002
2026-09-17,SF Bay Area,Sr. RFIC Design Engineer (RFIC Engineering),SpaceX,"Palo Alto, CA",2026-09-01,회사/greenhouse,,https://boards.greenhouse.io/spacex/jobs/8642084002?gh_jid=8642084002
2026-09-17,SF Bay Area,Sr. RFIC Layout Designer (RFIC Engineering),SpaceX,"Palo Alto, CA",2026-09-01,회사/greenhouse,,https://boards.greenhouse.io/spacex/jobs/8642096002?gh_jid=8642096002
